Age,Gender,Income,Education_Level,Travel_Frequency,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Pets,Environmental_Concerns,Preference
50,non-binary,100749,doctorate,8,3952,rural,282,227,0,0,0
29,non-binary,67351,bachelor,3,2026,urban,164,31,0,1,0
39,male,49432,master,0,3280,urban,241,204,0,0,0
30,female,55491,doctorate,5,1236,suburban,83,33,0,0,0
27,male,56039,high school,7,2254,suburban,44,190,1,1,0
34,non-binary,60541,bachelor,7,2617,rural,211,67,0,1,0
60,non-binary,55535,high school,7,4454,rural,111,270,1,1,1
22,male,100121,bachelor,3,872,urban,147,193,1,0,0
26,female,27886,doctorate,3,2080,urban,83,19,1,1,0
30,non-binary,64058,bachelor,5,3306,suburban,147,91,0,1,0
69,male,35601,high school,6,4494,urban,251,208,1,0,0
40,female,105420,bachelor,8,3196,rural,192,263,0,1,1
47,male,89705,doctorate,1,4658,suburban,165,208,0,0,1
60,non-binary,31671,high school,6,1526,rural,27,231,0,0,0
21,female,98949,master,0,1035,rural,163,168,0,1,1
38,non-binary,45399,bachelor,3,3649,suburban,218,272,0,1,1
60,non-binary,60256,bachelor,5,1564,urban,67,200,1,0,1
26,non-binary,99233,master,1,653,rural,148,47,0,0,0
24,non-binary,42411,bachelor,7,2824,rural,106,40,1,0,0
33,non-binary,80317,master,3,1343,rural,47,164,0,0,0
40,male,82375,bachelor,8,2732,rural,206,35,0,0,0
40,non-binary,34988,high school,8,2526,suburban,6,67,1,1,1
48,non-binary,49920,master,3,4203,suburban,52,222,0,1,0
22,non-binary,72568,high school,9,2589,urban,93,236,0,0,1
23,female,51505,bachelor,8,4174,rural,61,212,1,0,0
68,non-binary,109355,master,2,2231,urban,273,3,1,1,0
18,female,95638,bachelor,7,673,rural,80,273,1,1,0
65,male,42226,bachelor,1,1627,rural,161,279,0,0,1
45,non-binary,70644,high school,6,4457,urban,79,110,1,0,0
35,male,54091,doctorate,3,1780,rural,75,26,1,1,0
41,male,48481,doctorate,7,2310,rural,80,184,0,1,1
30,non-binary,117262,bachelor,2,2300,suburban,20,3,0,0,0
50,male,34271,high school,1,4450,urban,116,17,1,0,0
27,non-binary,82011,bachelor,9,853,urban,20,7,0,0,0
24,male,69354,master,9,1119,urban,247,37,0,1,0
54,female,55416,master,8,2244,urban,237,9,0,0,0
49,female,112640,bachelor,0,2280,suburban,215,3,0,1,0
62,female,23674,doctorate,9,1749,suburban,292,257,0,1,0
39,non-binary,33972,master,7,1002,suburban,253,270,1,0,1
33,male,78061,master,3,1851,urban,73,149,1,0,1
41,female,56662,master,5,3425,rural,22,127,1,0,0
69,non-binary,57871,master,2,4508,suburban,241,69,0,1,0
31,female,28066,high school,5,2695,rural,12,24,1,0,1
28,female,111198,high school,6,2049,suburban,113,298,0,0,0
36,non-binary,106120,doctorate,8,4539,urban,149,187,1,0,0
40,female,75836,doctorate,6,2923,suburban,146,244,0,1,1
51,non-binary,36656,master,8,2343,rural,237,73,0,0,0
57,female,68825,doctorate,0,4719,rural,114,54,1,1,0
30,non-binary,78480,master,5,4742,suburban,161,0,0,1,0
56,female,97035,master,0,3591,rural,99,237,1,1,0
61,male,108637,master,4,2263,urban,244,128,1,0,0
45,male,44941,bachelor,5,2834,suburban,103,120,0,1,0
57,non-binary,57325,high school,7,4101,rural,282,19,0,1,0
33,non-binary,119789,high school,3,3966,suburban,273,26,1,0,0
67,male,65423,bachelor,0,1124,urban,4,127,0,1,1
68,non-binary,54376,high school,2,4371,urban,204,297,1,1,0
45,female,74081,master,8,2337,urban,163,249,1,0,0
21,female,72484,master,5,2826,suburban,88,258,0,1,1
45,female,51121,bachelor,0,4066,rural,98,26,0,1,0
29,female,35274,high school,7,2430,suburban,245,196,1,1,0
33,female,60360,high school,4,3539,urban,0,209,0,0,1
66,female,87976,bachelor,9,3993,urban,38,197,0,0,1
53,female,29323,master,4,3442,suburban,195,128,1,0,0
37,non-binary,118755,high school,5,2654,suburban,216,242,0,1,0
43,male,88034,doctorate,5,1301,suburban,30,35,0,0,0
43,female,105030,master,1,1179,urban,176,10,1,0,0
39,female,62615,master,0,857,urban,280,126,1,0,0
26,non-binary,78077,bachelor,1,1498,urban,216,293,0,0,0
22,non-binary,47876,bachelor,0,1595,suburban,218,215,0,1,0
34,male,79735,master,8,4551,urban,117,232,0,1,0
66,male,87215,master,0,4657,rural,101,141,1,1,1
51,non-binary,116411,doctorate,8,4279,suburban,153,291,0,1,1
19,female,36381,high school,3,3236,urban,250,226,1,1,0
24,female,68733,master,2,3588,rural,70,139,0,0,0
53,female,107800,doctorate,8,571,urban,191,187,0,1,0
30,female,62070,master,5,790,suburban,161,250,1,1,1
37,female,26129,doctorate,6,3100,suburban,96,239,1,0,0
47,non-binary,23684,master,1,4878,suburban,62,236,0,0,1
47,male,93110,high school,2,2932,suburban,120,11,0,1,0
28,male,34587,master,4,3679,rural,4,285,1,1,1
48,non-binary,85258,master,2,1883,urban,230,125,1,1,0
20,female,98120,bachelor,2,4626,urban,132,184,0,0,0
19,non-binary,40575,high school,8,4023,urban,207,94,0,0,0
65,male,107247,master,0,3852,suburban,69,131,1,0,0
20,male,96322,master,0,2461,suburban,63,201,0,0,1
32,male,32094,doctorate,5,3198,suburban,235,42,0,0,0
34,male,83351,high school,1,1619,urban,50,229,1,1,0
65,non-binary,97900,doctorate,6,3496,urban,180,147,1,0,0
69,female,108197,high school,0,3534,suburban,198,130,0,0,0
24,female,70253,doctorate,4,4590,suburban,244,142,1,1,0
65,non-binary,95610,bachelor,7,3916,suburban,291,285,0,1,0
22,female,44456,master,8,1885,urban,66,25,0,0,0
51,female,23633,bachelor,2,2238,suburban,160,20,0,1,0
50,female,44043,doctorate,1,4868,urban,283,286,1,1,0
62,female,44127,bachelor,6,1869,suburban,279,21,1,1,0
33,male,57810,doctorate,2,899,rural,111,192,1,0,1
54,female,106564,master,2,4531,suburban,298,100,1,0,0
20,non-binary,90605,bachelor,1,1373,urban,107,111,0,1,1
64,male,95353,bachelor,6,1318,urban,94,165,0,0,0
65,male,90599,doctorate,8,4258,suburban,211,224,1,1,1
60,non-binary,63252,high school,1,1231,rural,70,19,0,1,0
68,female,48670,high school,1,2670,urban,193,90,0,1,0
67,male,63079,doctorate,1,1260,suburban,221,67,0,1,0
38,non-binary,78275,doctorate,3,3803,urban,71,31,0,1,0
58,non-binary,102653,master,0,1077,rural,284,228,1,1,0
25,female,100570,master,5,3288,urban,124,35,1,0,0
39,female,76079,master,8,2486,urban,204,27,1,1,0
68,non-binary,22228,doctorate,0,754,urban,273,186,0,1,0
22,female,43929,bachelor,2,3670,suburban,204,173,1,0,0
34,non-binary,109566,bachelor,3,3803,suburban,237,289,0,1,1
54,female,102078,bachelor,2,723,rural,15,93,0,0,0
31,female,71874,high school,0,4298,urban,245,237,0,0,0
56,non-binary,44525,high school,9,4717,rural,165,165,0,1,0
58,non-binary,89358,high school,9,4566,suburban,262,108,1,0,0
45,female,70237,doctorate,1,2282,urban,71,13,1,1,0
48,non-binary,102086,master,3,3336,urban,18,29,1,0,0
34,male,59128,bachelor,1,4124,rural,136,257,1,1,0
52,female,68576,bachelor,1,4066,urban,85,19,0,0,0
57,male,82910,doctorate,8,1773,suburban,253,127,1,1,0
39,male,118550,master,1,1254,suburban,97,76,1,1,0
62,male,43196,bachelor,1,1712,urban,254,128,1,0,0
65,non-binary,23839,bachelor,0,4043,rural,187,282,1,1,0
46,female,100988,doctorate,4,914,suburban,296,101,1,0,0
27,female,83945,master,1,4657,rural,125,25,0,0,0
35,male,41511,bachelor,0,2308,urban,225,293,1,0,1
52,non-binary,78727,high school,1,3541,suburban,26,64,0,0,1
61,female,30589,bachelor,2,2138,rural,65,131,0,1,0
33,female,89021,bachelor,0,4992,rural,112,93,0,0,0
67,female,28616,high school,6,1732,urban,215,108,1,0,0
66,male,71854,doctorate,3,4186,rural,33,25,0,0,0
24,male,91606,high school,3,4521,suburban,16,282,1,0,1
47,male,52471,doctorate,2,2552,suburban,39,137,1,1,0
36,male,60268,master,3,3071,rural,33,126,1,1,0
40,male,47272,high school,9,3547,urban,278,31,1,1,0
25,female,79377,bachelor,2,4274,urban,92,218,1,0,0
34,male,80835,high school,5,577,rural,254,5,1,0,0
38,non-binary,64659,doctorate,2,556,suburban,248,180,0,1,0
43,male,54736,bachelor,7,912,urban,52,215,0,0,0
45,male,40492,bachelor,2,1254,suburban,293,180,1,1,0
56,male,96506,master,1,1173,rural,29,53,0,1,1
50,female,39985,doctorate,8,4817,rural,7,253,1,0,1
57,female,77272,master,1,689,rural,174,290,1,0,1
36,non-binary,53799,bachelor,0,1112,urban,51,118,1,1,1
46,female,34761,doctorate,6,1655,suburban,273,188,0,1,0
37,male,115984,high school,7,779,suburban,78,51,1,1,0
37,non-binary,60711,bachelor,6,1137,rural,161,244,0,1,1
27,non-binary,21083,doctorate,1,2491,urban,115,72,1,1,0
29,non-binary,75922,bachelor,1,4234,rural,143,253,1,1,1
50,male,61515,master,3,1987,rural,286,140,0,0,0
42,female,102023,doctorate,1,1556,rural,134,138,0,1,0
42,female,83450,master,2,3483,rural,26,267,0,1,1
21,male,70610,master,7,3102,suburban,46,141,1,1,1
21,female,54003,doctorate,1,3618,suburban,21,119,0,0,1
26,male,64541,doctorate,3,3472,rural,39,82,1,0,0
32,male,25255,doctorate,6,4974,rural,114,82,0,0,0
43,non-binary,67575,master,9,1703,urban,121,38,1,0,0
32,female,86983,doctorate,1,3298,urban,64,247,1,0,0
43,non-binary,31260,doctorate,2,2051,suburban,234,136,0,1,0
45,female,83904,master,4,4379,rural,39,98,0,1,1
24,male,35437,bachelor,4,2121,suburban,273,266,0,1,0
49,non-binary,30644,master,6,4959,rural,282,12,0,0,0
29,male,94016,doctorate,2,3242,urban,145,138,1,0,0
52,male,48520,bachelor,3,3852,rural,153,241,1,1,1
69,non-binary,21900,bachelor,7,3042,rural,73,77,0,1,1
49,non-binary,57630,high school,1,4145,suburban,33,245,1,1,0
26,female,110166,bachelor,1,4190,rural,162,157,0,1,0
31,female,30048,doctorate,6,4325,suburban,239,2,0,1,0
30,non-binary,39768,bachelor,1,3951,rural,4,203,1,1,1
61,female,55141,bachelor,2,2103,suburban,156,195,1,0,1
50,male,73389,high school,0,4142,rural,299,142,0,0,0
49,male,93947,bachelor,2,2181,rural,293,97,1,0,0
36,male,76856,high school,2,3076,suburban,152,219,1,0,1
47,male,87494,master,2,2135,urban,5,21,0,0,0
33,male,71882,doctorate,0,4075,suburban,185,198,1,0,0
29,male,94598,master,8,623,suburban,202,207,0,0,0
27,female,96983,master,6,4275,rural,63,218,0,0,1
19,non-binary,53936,master,4,2360,suburban,36,193,1,0,0
35,non-binary,33470,doctorate,1,4050,suburban,82,105,1,1,0
30,female,102937,doctorate,8,2248,urban,17,265,1,1,1
46,female,25915,master,9,1462,suburban,128,104,1,1,0
41,female,96934,bachelor,7,2826,rural,211,28,1,0,0
55,non-binary,112536,master,1,3287,urban,230,6,1,1,0
29,female,22065,high school,9,1568,suburban,17,268,0,1,1
46,female,53999,high school,7,1144,rural,165,131,0,1,0
39,non-binary,98785,bachelor,1,2634,suburban,172,194,0,0,0
53,female,86963,master,7,3882,suburban,245,174,0,0,0
18,male,73884,master,2,1732,suburban,197,99,1,0,0
60,non-binary,94070,master,1,2106,suburban,22,2,0,0,0
57,non-binary,114721,bachelor,4,2991,urban,150,5,0,1,0
51,non-binary,24974,master,9,2330,urban,189,185,0,0,0
51,female,43429,bachelor,8,1794,rural,72,182,0,0,1
65,non-binary,114634,bachelor,2,4741,suburban,10,267,1,0,0
50,male,106759,bachelor,1,2908,suburban,232,228,0,0,0
21,male,108072,doctorate,6,2597,rural,159,95,1,1,0
55,non-binary,72365,doctorate,5,3743,urban,35,173,0,1,1
47,male,119086,high school,1,2772,suburban,224,115,1,1,0
69,female,58767,high school,3,1628,suburban,73,77,1,0,1
63,non-binary,90514,doctorate,0,711,suburban,113,277,1,0,0
37,male,70367,doctorate,5,2047,suburban,154,116,1,1,0
43,female,40779,master,0,3696,urban,172,271,0,0,0
32,non-binary,89128,doctorate,8,2056,rural,92,232,1,0,0
24,non-binary,88071,master,6,655,rural,296,225,1,1,0
24,non-binary,21675,bachelor,0,2780,urban,296,291,1,0,0
67,male,106394,bachelor,7,1147,urban,186,91,0,0,0
46,non-binary,34549,high school,3,2033,suburban,9,102,1,0,0
40,male,96672,master,9,3101,urban,130,106,1,1,0
51,female,51399,master,0,4167,rural,41,287,1,0,0
37,female,83785,master,1,2352,rural,195,266,0,0,1
32,female,95424,high school,2,698,suburban,77,108,0,1,1
50,non-binary,119027,doctorate,9,2819,urban,104,270,1,1,1
34,female,109186,bachelor,9,4538,urban,102,1,1,1,0
37,male,30606,bachelor,6,2465,rural,287,38,1,0,0
30,male,100001,master,9,1047,urban,115,187,1,0,1
61,male,53673,bachelor,3,1458,urban,100,252,0,0,1
41,male,31847,doctorate,4,779,suburban,120,110,1,0,0
64,male,80698,master,3,2210,suburban,21,107,0,0,0
54,male,22124,high school,9,519,rural,187,270,0,1,1
24,female,93721,doctorate,4,1948,urban,204,161,0,0,0
25,non-binary,33644,master,5,1696,rural,182,206,0,1,1
40,male,96469,doctorate,3,3773,urban,32,161,0,0,1
31,female,25660,master,7,598,rural,136,203,1,1,1
21,female,106791,bachelor,0,4239,rural,186,196,0,1,1
38,male,73463,high school,9,2083,urban,237,37,0,1,0
63,female,44027,doctorate,0,2358,suburban,283,122,1,0,0
27,male,71265,doctorate,9,2878,suburban,133,119,1,1,0
39,non-binary,72692,master,4,827,suburban,1,215,1,1,1
47,male,112773,master,1,878,suburban,47,230,1,1,0
47,non-binary,81127,doctorate,0,2835,rural,237,281,1,1,1
33,female,82027,bachelor,4,2130,urban,266,144,1,0,0
28,female,66769,doctorate,8,1756,urban,188,212,1,1,0
39,male,29926,bachelor,7,695,rural,100,119,0,0,0
46,female,76969,doctorate,5,1876,suburban,138,90,1,0,0
42,female,101884,master,5,1546,urban,143,232,0,1,1
31,non-binary,102840,bachelor,7,4497,rural,257,145,0,1,0
31,male,40249,high school,1,4872,suburban,122,134,0,1,1
19,male,39059,high school,4,3622,urban,104,133,0,1,1
30,non-binary,118757,master,4,4620,urban,122,70,1,0,0
20,non-binary,65909,doctorate,0,3883,urban,25,107,1,1,0
47,non-binary,29574,doctorate,6,3801,rural,130,123,1,0,0
35,male,83929,high school,5,3963,rural,147,176,1,0,1
53,non-binary,46521,bachelor,9,721,rural,138,97,1,0,0
38,male,106097,bachelor,8,933,urban,40,77,0,1,1
36,non-binary,78052,doctorate,6,3488,urban,299,4,1,0,0
33,female,102974,bachelor,4,2322,suburban,278,124,1,1,0
45,male,116016,high school,2,1144,suburban,117,103,0,1,0
21,male,105985,bachelor,2,3283,rural,128,115,0,0,0
68,male,80949,master,7,1280,rural,202,216,1,0,0
32,female,54807,bachelor,1,1565,suburban,123,165,0,0,0
18,female,85807,high school,4,4104,suburban,158,250,1,0,0
65,male,107931,bachelor,6,1505,urban,115,45,0,0,0
64,non-binary,101056,high school,3,1329,suburban,178,213,1,0,0
33,male,59208,doctorate,9,1180,urban,90,84,1,1,0
37,male,95139,bachelor,0,3953,rural,131,113,1,1,0
50,female,55680,bachelor,9,3835,suburban,117,280,0,1,1
34,female,73595,bachelor,7,4685,suburban,184,262,1,0,0
22,non-binary,42730,high school,0,1828,suburban,181,242,1,1,0
22,non-binary,84446,high school,8,2192,suburban,273,248,1,1,0
56,male,77156,high school,8,1587,rural,25,141,1,1,0
30,male,88521,bachelor,4,902,suburban,71,60,1,1,0
61,non-binary,76434,high school,1,3200,rural,12,81,1,0,0
53,male,57399,doctorate,2,2803,urban,36,77,1,1,1
47,male,41035,master,1,3228,suburban,10,155,1,0,0
21,non-binary,58641,bachelor,5,4441,urban,159,113,1,1,0
40,non-binary,91747,master,4,3966,rural,215,73,0,1,0
38,non-binary,108715,doctorate,4,2569,rural,185,0,1,1,0
38,female,107222,bachelor,0,2985,urban,33,257,0,0,0
23,non-binary,110371,master,7,3006,urban,35,126,1,1,1
41,female,66936,master,6,2115,rural,109,181,0,0,0
64,non-binary,100642,master,6,1237,urban,209,156,1,1,0
48,non-binary,98800,doctorate,5,2360,suburban,189,232,0,1,1
36,female,95834,doctorate,7,4839,suburban,290,135,0,1,0
55,female,37164,bachelor,0,1755,suburban,173,247,0,1,1
29,male,33444,high school,9,1643,suburban,73,246,1,0,0
31,male,56350,high school,6,2888,suburban,240,222,1,0,0
67,male,113562,bachelor,9,2494,suburban,1,118,0,1,1
29,female,75419,master,6,2739,urban,185,152,0,0,0
32,non-binary,36444,master,5,4735,rural,209,20,0,0,0
36,female,45419,doctorate,8,3476,suburban,109,215,1,0,1
45,non-binary,111099,bachelor,4,4464,rural,153,144,0,0,0
57,non-binary,21408,high school,4,2741,suburban,61,244,1,0,0
58,non-binary,58306,bachelor,8,3336,rural,278,169,0,1,0
22,male,62651,master,9,2219,urban,10,99,1,0,1
22,female,102738,master,4,2422,urban,236,147,1,0,0
23,female,42977,high school,5,4421,suburban,151,262,0,1,1
40,male,69732,bachelor,2,2449,suburban,196,113,0,0,0
20,non-binary,80576,master,5,3947,rural,14,234,0,0,0
54,male,65022,bachelor,3,1088,urban,277,81,0,1,0
50,non-binary,105326,high school,7,834,suburban,261,269,0,0,1
60,male,71520,doctorate,0,1226,urban,33,58,0,0,1
38,female,34940,high school,2,3024,suburban,274,278,0,1,1
37,male,39223,doctorate,2,4567,urban,259,52,1,0,0
18,female,45096,high school,2,2286,rural,0,239,0,1,0
56,non-binary,27870,doctorate,8,3546,rural,82,178,0,0,0
64,male,63426,doctorate,6,3351,suburban,132,83,0,1,0
34,male,40796,high school,9,1186,urban,102,123,1,1,1
46,male,68783,master,4,2602,urban,51,31,0,0,0
25,male,118631,bachelor,6,4616,suburban,188,253,1,1,1
43,female,81255,doctorate,9,2485,rural,56,97,0,1,1
45,female,28726,master,0,4616,suburban,158,167,0,0,1
51,male,98269,master,0,4395,urban,93,280,1,1,0
43,female,76814,bachelor,2,3816,urban,264,290,1,1,1
30,male,114635,bachelor,3,2848,rural,86,185,1,1,0
61,female,94448,high school,0,1981,rural,96,116,0,0,1
54,female,25852,high school,8,4753,urban,150,126,1,0,0
30,female,59230,bachelor,5,2548,urban,276,251,0,1,0
55,male,113450,doctorate,7,4930,urban,191,270,1,1,0
42,male,72822,doctorate,7,4557,suburban,215,65,0,1,0
64,female,99043,doctorate,0,2539,suburban,299,137,1,0,0
40,non-binary,66416,high school,5,1045,urban,51,30,1,1,0
39,female,89127,doctorate,4,741,urban,187,77,1,1,0
38,male,75804,high school,9,3943,suburban,14,195,0,1,0
47,non-binary,43283,doctorate,7,1177,urban,205,237,0,0,0
28,male,101072,master,5,2114,suburban,281,157,0,1,0
21,non-binary,84455,bachelor,4,2414,urban,207,18,1,0,0
50,non-binary,28711,bachelor,2,3474,suburban,226,72,0,0,0
64,male,110054,bachelor,7,3271,rural,284,1,0,1,0
29,female,105106,doctorate,5,1448,suburban,30,188,1,0,1
26,male,116076,master,4,2314,suburban,269,292,0,0,1
49,male,72323,high school,6,2865,urban,273,186,1,1,0
28,female,82545,high school,9,1136,rural,295,258,0,1,0
54,female,94572,high school,3,3571,rural,269,224,0,0,0
41,non-binary,97405,high school,0,1247,rural,2,98,0,1,1
24,non-binary,29598,doctorate,2,846,urban,26,15,0,0,0
25,female,23776,bachelor,0,2292,rural,223,67,1,1,0
50,male,59230,bachelor,4,1730,urban,27,279,1,1,1
42,female,44116,bachelor,0,2022,urban,235,160,0,0,0
18,female,35970,bachelor,5,2893,suburban,95,27,0,0,0
20,female,42594,master,7,3224,suburban,18,16,0,0,0
57,male,29373,master,3,1248,urban,185,26,0,1,0
45,male,43098,doctorate,1,3152,suburban,40,166,0,0,0
60,non-binary,105400,high school,9,2455,rural,78,236,0,1,0
50,female,40640,master,5,4419,urban,284,12,1,0,0
63,female,53295,master,7,2196,suburban,140,76,1,1,0
18,male,52002,master,2,2943,rural,111,202,1,0,1
55,female,77838,master,0,958,suburban,55,46,1,0,0
44,male,22844,high school,6,2059,suburban,2,243,0,0,1
55,non-binary,96045,doctorate,0,3072,urban,73,92,0,0,0
52,non-binary,67338,doctorate,1,4686,rural,78,277,1,1,0
27,non-binary,96012,bachelor,6,1129,suburban,121,37,0,1,0
29,male,59108,bachelor,8,2185,rural,103,10,0,1,0
27,male,52572,high school,2,4724,suburban,295,151,0,0,0
51,female,117308,doctorate,5,4124,rural,218,101,1,1,0
41,non-binary,67252,master,3,1913,rural,176,244,0,0,0
45,male,64933,bachelor,6,2983,rural,281,140,1,1,0
39,non-binary,64439,master,0,4460,suburban,286,41,0,1,0
62,non-binary,34619,doctorate,8,3289,rural,58,156,1,0,0
33,non-binary,30618,high school,4,1926,urban,188,22,1,1,0
30,female,46296,master,4,2009,suburban,67,94,1,1,1
53,male,78832,doctorate,6,2883,rural,220,40,1,1,0
53,male,102025,master,9,2810,suburban,7,252,1,0,1
60,male,53813,doctorate,6,4354,suburban,77,170,1,0,1
40,female,75063,doctorate,7,4734,rural,95,200,1,1,1
31,female,65927,master,2,626,rural,153,90,1,1,0
49,female,32561,master,1,4788,suburban,37,143,1,1,0
20,female,77243,bachelor,7,4342,rural,276,164,1,0,0
44,male,57176,doctorate,3,3060,suburban,202,123,0,0,0
36,female,83049,bachelor,9,4460,suburban,58,145,1,1,1
39,male,23840,doctorate,0,4392,suburban,221,13,0,0,0
18,non-binary,78212,bachelor,1,3806,rural,252,173,0,0,0
22,male,77113,master,1,2596,suburban,239,149,1,0,0
66,non-binary,76817,doctorate,5,2077,urban,246,100,0,0,0
50,female,104662,master,6,4664,suburban,108,166,1,0,0
68,non-binary,52072,master,8,4022,suburban,0,121,1,0,0
36,female,30257,master,2,3138,suburban,42,278,1,0,0
53,male,84631,bachelor,4,4571,suburban,103,297,1,0,0
68,male,44405,bachelor,8,4699,urban,277,171,0,0,0
23,female,73001,bachelor,6,1632,rural,183,98,1,0,0
32,male,92077,master,5,2930,urban,229,195,1,0,0
53,non-binary,101739,bachelor,7,4536,suburban,106,137,1,1,1
50,non-binary,110092,doctorate,5,4549,rural,198,38,1,0,0
41,non-binary,40274,bachelor,6,1250,suburban,269,131,1,1,0
44,female,101841,bachelor,0,3478,rural,56,24,1,1,0
66,non-binary,82094,master,4,2762,urban,118,151,0,1,1
28,non-binary,114522,bachelor,7,4826,urban,155,142,0,0,0
66,non-binary,90048,bachelor,7,2854,suburban,190,30,1,0,0
40,non-binary,62819,bachelor,5,2117,suburban,215,161,1,0,0
50,non-binary,35285,bachelor,4,2106,suburban,117,3,0,0,0
58,non-binary,32594,master,7,2588,suburban,123,186,0,0,0
63,female,86167,master,2,2229,rural,21,262,1,1,0
64,non-binary,48772,bachelor,8,2911,urban,109,45,1,0,0
46,female,57537,master,9,3964,urban,27,287,1,0,0
48,female,38217,master,5,557,suburban,280,208,1,0,0
18,female,46376,master,3,2639,urban,11,119,1,1,1
51,non-binary,65675,bachelor,9,2788,suburban,293,121,1,0,0
35,non-binary,98830,master,3,3252,rural,23,83,1,1,0
35,female,93056,doctorate,8,1360,urban,40,213,1,1,1
23,female,30735,high school,8,2040,urban,176,160,0,0,0
69,non-binary,44677,bachelor,4,1995,urban,219,145,0,1,0
57,male,40722,doctorate,1,2756,urban,69,151,0,1,1
18,male,81787,master,4,1822,rural,205,198,0,1,0
64,male,89664,bachelor,9,744,suburban,293,97,1,0,0
59,non-binary,77424,bachelor,1,1187,urban,12,69,1,0,1
47,female,105766,high school,8,2991,suburban,22,237,1,0,1
21,male,38594,master,1,3048,suburban,196,65,1,0,0
49,female,97319,bachelor,0,1127,urban,45,296,1,0,0
27,non-binary,113554,high school,4,3782,suburban,62,219,0,1,1
60,female,66633,doctorate,1,2753,suburban,25,64,0,1,0
22,male,79870,doctorate,5,4315,rural,240,3,0,0,0
26,non-binary,43172,doctorate,3,3342,suburban,289,267,0,0,0
22,female,42459,high school,9,2380,rural,4,280,0,1,1
28,non-binary,52983,master,4,2653,suburban,12,274,0,1,0
52,male,34581,high school,9,1232,suburban,117,146,1,1,1
44,male,64669,bachelor,7,4143,suburban,208,157,1,1,0
21,male,23788,master,6,4806,rural,117,147,0,0,1
27,non-binary,20601,master,6,3407,rural,150,89,1,0,0
56,non-binary,66144,bachelor,3,1774,suburban,154,285,0,0,0
50,male,79474,doctorate,8,2372,suburban,137,194,0,1,0
55,non-binary,84897,master,8,4417,rural,59,266,0,0,0
25,non-binary,75608,master,1,2338,rural,57,139,0,0,0
66,male,102097,high school,4,2319,suburban,156,154,1,1,0
41,male,37075,high school,3,3950,suburban,80,227,0,0,0
56,female,25770,high school,6,1051,suburban,52,181,1,0,0
50,male,38461,bachelor,2,519,suburban,246,163,1,1,0
58,non-binary,58573,bachelor,1,2529,rural,184,202,0,1,0
60,female,110838,master,9,4596,urban,223,38,0,1,0
36,non-binary,107417,master,8,2714,rural,49,119,0,0,1
19,female,75355,master,2,2244,suburban,128,189,0,0,0
28,non-binary,97654,master,4,3905,rural,71,95,0,0,1
52,female,68523,doctorate,1,504,suburban,256,247,0,0,0
34,female,56442,master,2,1423,suburban,248,156,0,0,0
59,non-binary,38437,master,3,3459,urban,131,295,0,0,0
20,female,79101,bachelor,6,4304,suburban,190,241,1,0,0
39,non-binary,71204,high school,0,862,rural,131,280,1,1,0
52,non-binary,49861,master,7,4425,rural,113,258,0,0,1
38,female,108994,doctorate,8,1006,suburban,64,25,0,0,0
42,male,91094,master,2,705,urban,32,61,0,1,0
56,male,32351,high school,6,3627,suburban,260,161,1,1,0
19,male,100005,bachelor,5,769,urban,155,119,0,1,0
18,non-binary,102957,master,2,2215,urban,62,268,1,0,1
24,non-binary,98387,master,2,3492,rural,256,161,1,0,0
37,male,33489,master,2,4782,suburban,198,121,1,0,0
60,non-binary,23344,bachelor,8,2985,rural,67,64,1,0,0
23,male,44456,bachelor,9,2195,rural,229,148,0,1,0
53,non-binary,69831,bachelor,8,2324,suburban,296,98,0,0,0
68,non-binary,43075,doctorate,9,2853,rural,277,237,0,0,0
38,non-binary,106362,high school,9,785,rural,96,235,1,1,0
68,male,76755,doctorate,9,2077,urban,266,160,1,0,0
63,female,23102,master,5,2638,rural,56,151,0,0,1
52,non-binary,93912,high school,1,4580,urban,72,11,0,1,0
53,non-binary,41069,master,3,1844,urban,260,278,0,0,0
25,male,106486,high school,9,1871,urban,149,35,0,0,0
67,male,99979,high school,6,1642,rural,88,164,0,0,0
21,non-binary,73084,bachelor,5,1996,urban,117,265,1,0,0
60,non-binary,46214,master,5,4865,rural,248,195,1,1,0
33,female,99566,master,7,4598,suburban,286,111,0,1,0
20,non-binary,71630,doctorate,9,4311,urban,98,80,0,1,0
24,non-binary,96363,bachelor,5,1658,urban,129,50,1,0,0
19,non-binary,35968,doctorate,6,4624,rural,12,287,1,1,1
18,female,37339,master,6,2269,urban,155,135,0,0,0
18,non-binary,52504,high school,6,826,suburban,166,1,1,0,0
55,female,32153,high school,0,4525,urban,150,166,0,0,0
68,male,83207,high school,9,4056,suburban,72,186,0,0,1
24,non-binary,60541,master,7,3043,suburban,69,118,0,0,1
41,non-binary,88885,high school,6,1715,urban,130,30,1,0,0
22,non-binary,81725,high school,0,2856,urban,173,51,1,1,0
38,non-binary,42943,high school,9,4566,urban,220,94,1,0,0
45,female,51699,doctorate,4,636,rural,182,145,1,1,0
35,male,47813,master,6,4149,suburban,217,60,1,1,0
41,male,87322,bachelor,6,3228,urban,64,49,1,0,0
49,female,76449,doctorate,1,3086,urban,165,297,0,0,1
62,female,58776,high school,7,4147,suburban,118,129,0,1,1
50,female,92255,high school,0,3149,urban,159,175,1,1,1
27,female,87577,master,2,4963,rural,118,178,1,0,1
